dataset,reducer,classifier,dim,accuracy,error_rate,pca_dim,pca_variance,n_train,n_test,random_state,test_size,method_label,classifier_label
olivetti_faces,pca90_lda,knn,1,0.16666666666666666,0.8333333333333334,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,2,0.55,0.44999999999999996,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,3,0.775,0.22499999999999998,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,4,0.8333333333333334,0.16666666666666663,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,5,0.8833333333333333,0.1166666666666667,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,6,0.9083333333333333,0.09166666666666667,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,7,0.9416666666666667,0.05833333333333335,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,8,0.9583333333333334,0.04166666666666663,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,9,0.975,0.025000000000000022,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,10,0.95,0.050000000000000044,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,15,0.975,0.025000000000000022,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,20,0.9833333333333333,0.01666666666666672,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,25,0.9583333333333334,0.04166666666666663,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,30,0.975,0.025000000000000022,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,35,0.9833333333333333,0.01666666666666672,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
olivetti_faces,pca90_lda,knn,39,0.975,0.025000000000000022,59,0.9,280,120,0,0.3,PCA (>90%) +LDA,KNN-5
