dataset,reducer,classifier,dim,accuracy,error_rate,pca_dim,pca_variance,n_train,n_test,random_state,test_size,method_label,classifier_label
olivetti_faces,pca99_lda,knn,1,0.18333333333333332,0.8166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,2,0.44166666666666665,0.5583333333333333,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,3,0.6333333333333333,0.3666666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,4,0.7583333333333333,0.2416666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,5,0.8083333333333333,0.19166666666666665,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,6,0.8333333333333334,0.16666666666666663,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,7,0.8833333333333333,0.1166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,8,0.9,0.09999999999999998,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,9,0.9166666666666666,0.08333333333333337,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,10,0.9333333333333333,0.06666666666666665,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,15,0.9583333333333334,0.04166666666666663,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,20,0.975,0.025000000000000022,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,25,0.9833333333333333,0.01666666666666672,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,30,0.9833333333333333,0.01666666666666672,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,35,0.9833333333333333,0.01666666666666672,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
olivetti_faces,pca99_lda,knn,39,0.9833333333333333,0.01666666666666672,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,KNN-5
