dataset,reducer,classifier,dim,accuracy,error_rate,pca_dim,pca_variance,n_train,n_test,random_state,test_size,method_label,classifier_label
olivetti_faces,pca99_lda,logreg,1,0.075,0.925,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,2,0.18333333333333332,0.8166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,3,0.4083333333333333,0.5916666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,4,0.65,0.35,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,5,0.7,0.30000000000000004,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,6,0.7583333333333333,0.2416666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,7,0.75,0.25,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,8,0.825,0.17500000000000004,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,9,0.85,0.15000000000000002,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,10,0.9,0.09999999999999998,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,15,0.95,0.050000000000000044,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,20,0.9666666666666667,0.033333333333333326,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,25,0.9666666666666667,0.033333333333333326,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,30,0.9666666666666667,0.033333333333333326,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,35,0.9416666666666667,0.05833333333333335,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
olivetti_faces,pca99_lda,logreg,39,0.9083333333333333,0.09166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,linear classifier
