dataset,reducer,classifier,dim,accuracy,error_rate,pca_dim,pca_variance,n_train,n_test,random_state,test_size,method_label,classifier_label
olivetti_faces,pca95_lda,logreg,1,0.08333333333333333,0.9166666666666666,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,2,0.225,0.775,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,3,0.475,0.525,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,4,0.6666666666666666,0.33333333333333337,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,5,0.7416666666666667,0.2583333333333333,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,6,0.8333333333333334,0.16666666666666663,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,7,0.8666666666666667,0.1333333333333333,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,8,0.9083333333333333,0.09166666666666667,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,9,0.925,0.07499999999999996,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,10,0.925,0.07499999999999996,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,15,0.9666666666666667,0.033333333333333326,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,20,0.9833333333333333,0.01666666666666672,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,25,0.9916666666666667,0.008333333333333304,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,30,0.975,0.025000000000000022,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,35,0.9916666666666667,0.008333333333333304,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
olivetti_faces,pca95_lda,logreg,39,0.9833333333333333,0.01666666666666672,103,0.95,280,120,0,0.3,PCA (>95%) +LDA,linear classifier
