dataset,reducer,classifier,dim,accuracy,error_rate,pca_dim,pca_variance,n_train,n_test,random_state,test_size,method_label,classifier_label
olivetti_faces,pca99_lda,mahalanobis,1,0.2,0.8,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,2,0.45,0.55,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,3,0.6083333333333333,0.3916666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,4,0.7416666666666667,0.2583333333333333,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,5,0.8166666666666667,0.18333333333333335,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,6,0.8416666666666667,0.15833333333333333,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,7,0.8833333333333333,0.1166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,8,0.8833333333333333,0.1166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,9,0.8833333333333333,0.1166666666666667,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,10,0.8916666666666667,0.10833333333333328,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,15,0.9416666666666667,0.05833333333333335,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,20,0.975,0.025000000000000022,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,25,0.975,0.025000000000000022,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,30,0.975,0.025000000000000022,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,35,0.9666666666666667,0.033333333333333326,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
olivetti_faces,pca99_lda,mahalanobis,39,0.9833333333333333,0.01666666666666672,199,0.99,280,120,0,0.3,PCA (>99%) +LDA,The minimum Mahalanobis distance classifier
